,course,provider,link,course_length,time_commitment,start_date,current_enrollment,pace,price_£,subject
911,Sprint Planning for Faster Agile Team Delivery,"The University of Maryland, College Park…",https://www.edx.org/learn/agile/the-university-of-maryland-college-park-sprint-planning-for-faster-agile-team-delivery?index=product&queryID=aaeb7d4009048c8ea6bc92d5c4c4da9f&position=24&results_level=second-level-results&term=&objectID=course-5236b816-deac-4a69-9586-96ca0f4dad2a&campaign=Sprint+Planning+for+Faster+Agile+Team+Delivery&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,2–3 hours per week,Starts Jul 24,18687,Self-paced,193,Engineering
912,¿Cómo planificar viviendas verdes y resilientes?,Inter-American Development Bank,https://www.edx.org/learn/climate-change/inter-american-development-bank-como-planificar-viviendas-verdes-y-resilientes?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=1&results_level=second-level-results&term=&objectID=course-ee45af01-fbf1-431c-b5b6-a22945644115&campaign=%C2%BFC%C3%B3mo+planificar+viviendas+verdes+y+resilientes%3F&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,1 weeks,1–5 hours per week,Starts Jul 24,0,Self-paced,8,Environmental Studies
913,Electric and Conventional Vehicles,Chalmers University of Technolo…,https://www.edx.org/learn/engineering/chalmers-university-of-technology-electric-and-conventional-vehicles?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=2&results_level=second-level-results&term=&objectID=course-1428ed1b-d1c4-4a23-9b8c-cb9b858bfecb&campaign=Electric+and+Conventional+Vehicles&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,10–20 hours per week,Starts Jul 24,30837,Self-paced,193,Engineering
914,Sikhism Through Its Scriptures,Harvard University,https://www.edx.org/learn/sikhism/harvard-university-sikhism-through-its-scriptures?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=3&results_level=second-level-results&term=&objectID=course-19e9fb79-a26b-403d-ace9-90b55f9d1573&campaign=Sikhism+Through+Its+Scriptures&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,5–10 hours per week,Starts Jul 24,52223,Self-paced,116,Humanities
915,"Secure Software Development: Requirements, Design, a…",The Linux Foundation,https://www.edx.org/learn/software-development/the-linux-foundation-secure-software-development-requirements-design-and-reuse?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=4&results_level=second-level-results&term=&objectID=course-8ab53c78-aaff-42b6-b135-ea8d082409d8&campaign=Secure+Software+Development%3A+Requirements%2C+Design%2C+and+Reuse&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,1–2 hours per week,Starts Jul 24,5931,Self-paced,193,Computer Science
916,Introduction to Generative AI,Pragmatic AI Labs,https://www.edx.org/learn/computer-science/pragmatic-ai-labs-introduction-to-generative-ai?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=5&results_level=second-level-results&term=&objectID=course-f3355ea1-0dc9-445c-a494-88328c8d5522&campaign=Introduction+to+Generative+AI&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,3–6 hours per week,Starts Jul 24,0,Self-paced,348,Computer Science
917,Arquitectura latinoamericana contemporánea,Universidad del Rosario,https://www.edx.org/learn/architecture/universidad-del-rosario-arquitectura-latinoamericana-contemporanea?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=6&results_level=second-level-results&term=&objectID=course-4d3c6deb-6152-4afa-9991-1187ba95e772&campaign=Arquitectura+latinoamericana+contempor%C3%A1nea&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–6 hours per week,Starts Jul 24,0,Self-paced,30,Architecture
918,Planetary Boundaries,SDG Academy,https://www.edx.org/learn/space/sdg-academy-planetary-boundaries?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=7&results_level=second-level-results&term=&objectID=course-b3ca409d-ade4-43d1-b082-6ba89b3f9103&campaign=Planetary+Boundaries&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,2–4 hours per week,Starts Jul 24,10277,Self-paced,0,Energy & Earth Sciences
919,Cálculo Diferencial,Universidad Galileo,https://www.edx.org/learn/data-structures/universidad-galileo-calculo-diferencial?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=8&results_level=second-level-results&term=&objectID=course-4502ab02-2a8c-4741-b752-b4d1798014e6&campaign=C%C3%A1lculo+Diferencial&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,5–6 hours per week,Starts Jul 24,30058,Self-paced,15,Computer Science
920,Building a Lean Startup,Davidson College,https://www.edx.org/learn/entrepreneurship/davidson-college-building-a-lean-startup?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=9&results_level=second-level-results&term=&objectID=course-a5980e83-aeca-426c-9447-cbd24cfd70b2&campaign=Building+a+Lean+Startup&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–10 hours per week,Starts Jul 24,0,Self-paced,240,Business & Management
921,Genetic Models for Animal Breeding,Wageningen University & Resear…,https://www.edx.org/learn/animal-breeding/wageningen-university-research-genetic-models-for-animal-breeding?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=10&results_level=second-level-results&term=&objectID=course-83fe6f4d-2509-4d94-a10a-649882b582d5&campaign=Genetic+Models+for+Animal+Breeding&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–6 hours per week,Starts Jul 24,17646,Self-paced,147,Biology & Life Sciences
922,DevOps and Software Engineering Capstone Project,IBM,https://www.edx.org/learn/devops/ibm-devops-and-software-engineering-capstone-project?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=11&results_level=second-level-results&term=&objectID=course-6de82d18-2a87-4ac6-959d-e87e936dbd74&campaign=DevOps+and+Software+Engineering+Capstone+Project&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,8–10 hours per week,Starts Jul 24,0,Self-paced,38,Computer Science
923,Lean Six Sigma: Green Belt Sustainability Project,Technische Universität München,https://www.edx.org/learn/business-administration/technische-universitat-munchen-lean-six-sigma-green-belt-sustainability-project?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=12&results_level=second-level-results&term=&objectID=course-b0490e8d-ddc0-4af1-b9d5-90cc6c7414a4&campaign=Lean+Six+Sigma%3A+Green+Belt+Sustainability+Project&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,20 weeks,4–5 hours per week,Starts Jul 24,0,Self-paced,620,Business & Management
924,Lifestyle Medicine Treatments of Chronic Disease – Part 1,Doane University,https://www.edx.org/learn/medicine/doane-university-lifestyle-medicine-treatments-of-chronic-disease-part-1?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=13&results_level=second-level-results&term=&objectID=course-8731a264-4586-4e11-8750-ae7fcf0dc5c2&campaign=Lifestyle+Medicine+Treatments+of+Chronic+Disease+%E2%80%93+Part+1&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,2 weeks,10–15 hours per week,Starts Jul 24,11432,Self-paced,170,Medicine
925,"Mathematics 1 Part 2: Integral calculus, algebra, and applications",The London School of Economic…,https://www.edx.org/learn/math/the-london-school-of-economics-and-political-science-mathematics-1-part-2-integral-calculus-algebra-and-applications?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=14&results_level=second-level-results&term=&objectID=course-7b456c49-5b9a-4ff5-bdf0-eaeceaa82d44&campaign=Mathematics+1+Part+2%3A+Integral+calculus%2C+algebra%2C+and+applications&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,12–15 hours per week,Starts Jul 24,0,Self-paced,155,Math
926,Cuidado al adulto mayor: una mirada al envejecimiento,Pontificia Universidad Javeriana,https://www.edx.org/learn/medicine/pontificia-universidad-javeriana-cuidado-al-adulto-mayor-una-mirada-al-envejecimiento?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=15&results_level=second-level-results&term=&objectID=course-e05d9556-45f0-4be8-9778-d59418bc19d7&campaign=Cuidado+al+adulto+mayor%3A+una+mirada+al+envejecimiento&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,8–10 hours per week,Starts Jul 24,19444,Self-paced,38,Health & Safety
927,Steps in Japanese for Beginners1 Part2,Waseda University,https://www.edx.org/learn/japanese/waseda-university-steps-in-japanese-for-beginners1-part2?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=16&results_level=second-level-results&term=&objectID=course-b51a22dc-638f-4490-9300-1e5f3083f9cd&campaign=Steps+in+Japanese+for+Beginners1+Part2&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,3–5 hours per week,Starts Jul 24,15915,Self-paced,100,Language
928,"Lean Six Sigma Black Belt Certification Part 1: Basic Improvement, Define an…",Juran,https://www.edx.org/learn/six-sigma/juran-lean-six-sigma-black-belt-certification-part-1-basic-improvement-define-and-measure?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=17&results_level=second-level-results&term=&objectID=course-2f2bfe43-fa94-4572-92fd-ecbfcb9d4e45&campaign=Lean+Six+Sigma+Black+Belt+Certification+Part+1%3A+Basic+Improvement%2C+Define+and+Measure&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,8 weeks,2–6 hours per week,Starts Jul 24,0,Self-paced,97,Business & Management
929,Introduction to Databases and SQL,Raspberry Pi Foundation,https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-introduction-to-databases-and-sql?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=18&results_level=second-level-results&term=&objectID=course-723f35d3-cc8d-4506-9534-97dec30bf723&campaign=Introduction+to+Databases+and+SQL&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,2–4 hours per week,Starts Jul 24,0,Self-paced,46,Education & Teacher Training
930,An Introduction to Computer Networking for Teachers,Raspberry Pi Foundation,https://www.edx.org/learn/computer-programming/raspberry-pi-foundation-an-introduction-to-computer-networking-for-teachers?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=19&results_level=second-level-results&term=&objectID=course-3f979ab9-13b0-418d-8266-36cf01c1cec3&campaign=An+Introduction+to+Computer+Networking+for+Teachers&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,2–4 hours per week,Starts Jul 24,0,Self-paced,46,Education & Teacher Training
931,Cannabis Cultivation and Processing,Doane University,https://www.edx.org/learn/cannabis/doane-university-cannabis-cultivation-and-processing?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=20&results_level=second-level-results&term=&objectID=course-b751afc5-0769-4c54-abcb-569de2b7472a&campaign=Cannabis+Cultivation+and+Processing&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,3 weeks,5–10 hours per week,Starts Jul 24,20222,Self-paced,170,Environmental Studies
932,Introduction to Bayesian Statistics Using R,University of Canterbury,https://www.edx.org/learn/r-programming/university-of-canterbury-introduction-to-bayesian-statistics-using-r?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=21&results_level=second-level-results&term=&objectID=course-6fb00ff0-9a64-4f7e-a559-4be3babbe116&campaign=Introduction+to+Bayesian+Statistics+Using+R&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,5–10 hours per week,Starts Jul 24,0,Self-paced,131,Data Analysis & Statistics
933,Quantitative Marketing Research,Indian Institute of Management…,https://www.edx.org/learn/marketing/indian-institute-of-management-bangalore-quantitative-marketing-research?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=22&results_level=second-level-results&term=&objectID=course-2d2f6edf-3715-4056-a7b0-226ef76ca23d&campaign=Quantitative+Marketing+Research&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,3–4 hours per week,Starts Jul 24,10882,Self-paced,147,Business & Management
934,Comunicación efectiva en inglés jurídico,Universidad del Rosario,https://www.edx.org/learn/law/universidad-del-rosario-comunicacion-efectiva-en-ingles-juridico?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=23&results_level=second-level-results&term=&objectID=course-536e3385-3948-47a3-a186-6b8d584ec52f&campaign=Comunicaci%C3%B3n+efectiva+en+ingl%C3%A9s+jur%C3%ADdico&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–6 hours per week,Starts Jul 24,0,Self-paced,30,Communication
935,Implant Dentistry,The University of Hong Kong,https://www.edx.org/learn/dentistry/university-of-hong-kong-implant-dentistry?index=product&queryID=d3d3ed4f9e20790f78f8d8ebb994470e&position=24&results_level=second-level-results&term=&objectID=course-48ba320c-b9fa-4761-9fc4-a0fbac228528&campaign=Implant+Dentistry&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,5 weeks,2–5 hours per week,Starts Jul 24,11504,Self-paced,116,Medicine
936,Strategic Account Management,Queen’s University,https://www.edx.org/learn/strategic-management/queens-university-strategic-account-management?index=product&queryID=6d313a204e9e82af3d4f42f1c43ab974&position=1&results_level=second-level-results&term=&objectID=course-675367d5-bee8-49ab-a83b-84f7e3fac986&campaign=Strategic+Account+Management&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,4–6 hours per week,Starts Jul 24,14169,Self-paced,147,Business & Management
937,Probabilidad y estadística,Universidad del Rosario,https://www.edx.org/learn/probability/universidad-del-rosario-probabilidad-y-estadistica?index=product&queryID=6d313a204e9e82af3d4f42f1c43ab974&position=2&results_level=second-level-results&term=&objectID=course-1849c725-ba9b-46e3-8320-1fa612705b63&campaign=Probabilidad+y+estad%C3%ADstica&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,4 weeks,4–6 hours per week,Starts Jul 24,0,Self-paced,30,Math
938,Changing Behaviour for Sustainable Development,SDG Academy,https://www.edx.org/learn/human-behavior/sdg-academy-changing-behaviour-for-sustainable-development?index=product&queryID=6d313a204e9e82af3d4f42f1c43ab974&position=3&results_level=second-level-results&term=&objectID=course-7f4026ba-287a-462b-87c1-c65b79f6630c&campaign=Changing+Behaviour+for+Sustainable+Development&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,7 weeks,2–4 hours per week,Starts Jul 24,0,Self-paced,0,Social Sciences
939,Recruiting and Selecting the Right Person,University of Canterbury,https://www.edx.org/learn/human-resources/university-of-canterbury-recruiting-and-selecting-the-right-person?index=product&queryID=6d313a204e9e82af3d4f42f1c43ab974&position=4&results_level=second-level-results&term=&objectID=course-8dd41aac-fde3-4ad1-b18a-9138402bd377&campaign=Recruiting+and+Selecting+the+Right+Person&source=edX&product_category=course&placement_url=https%3A%2F%2Fwww.edx.org%2Fsearch,6 weeks,6–8 hours per week,Starts Jul 24,5539,Self-paced,131,Business & Management
